bun path,path.path,filedbentity.previous_file_name,dbentity.display_name,dbentity.status,dbentity.source,topic term name,topic edam_id,data term name,data edam_id,format term name,format edam_id,filedbentity.file_extension,filedbentity.file_date,Year,filedbentity.is_public,filedbentity.is_in_spell,filedbentity.is_in_browser,readme name,filedbentity.description,pmids (|),keywords (|)
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1400_Duke_2015_PRJNA189911.tar.gz,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,tar.gz,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1415_Duke_2015_PRJNA189914.tar.gz,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,tar.gz,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1417_Duke_2015_PRJNA189915.tar.gz,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,tar.gz,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1418_Duke_2015_PRJNA189916.tar.gz,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,tar.gz,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1478_Duke_2015_PRJNA189928.tar.gz,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,tar.gz,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM326_Duke_2015_PRJNA189855.tar.gz,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,tar.gz,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,Genome_Res-2015-Strope-762-74.pdf,Active,SGD,DNA sequence (raw),topic:3497,Article,data:0971,PDF,format:3508,pdf,1/8/18,2015,1,0,0,,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,Dietrich-93-Sc-strains-accessions.xlsx,Active,SGD,DNA sequence (raw),topic:3497,Report,data:2048,xlsx,format:3620,xlsx,1/9/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,PMID25840857_supplementary_files.zip,Active,SGD,DNA sequence (raw),topic:3497,Report,data:2048,Textual format,format:2330,zip,5/3/18,2015,1,0,0,PMID25840857_supplementary_files.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1078_Duke_2015_PRJNA183131.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1129_Duke_2015_PRJNA189300.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1133_Duke_2015_PRJNA189881.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1190_Duke_2015_PRJNA189882.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1199_Duke_2015_PRJNA189883.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1208_Duke_2015_PRJNA189885.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1242_Duke_2015_PRJNA189886.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1244_Duke_2015_PRJNA189887.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1248_Duke_2015_PRJNA189888.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1250_Duke_2015_PRJNA189889.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1273_Duke_2015_PRJNA189891.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1311_Duke_2015_PRJNA189894.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1332_Duke_2015_PRJNA189896.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1338_Duke_2015_PRJNA189898.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1341_Duke_2015_PRJNA189899.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1356_Duke_2015_PRJNA189902.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1385_Duke_2015_PRJNA189905.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1386_Duke_2015_PRJNA189906.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1387_Duke_2015_PRJNA189907.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1389_Duke_2015_PRJNA189909.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1399_Duke_2015_PRJNA189910.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1401_Duke_2015_PRJNA189912.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1402_Duke_2015_PRJNA189913.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1419_Duke_2015_PRJNA189917.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1433_Duke_2015_PRJNA189918.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1434_Duke_2015_PRJNA189919.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1439_Duke_2015_PRJNA189920.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1443_Duke_2015_PRJNA189921.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1444_Duke_2015_PRJNA189922.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1447_Duke_2015_PRJNA189923.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1450_Duke_2015_PRJNA189924.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1460_Duke_2015_PRJNA189925.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1463_Duke_2015_PRJNA189926.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1477_Duke_2015_PRJNA189927.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1479_Duke_2015_PRJNA189929.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1526_Duke_2015_PRJNA189930.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1527_Duke_2015_PRJNA189931.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1549_Duke_2015_PRJNA189932.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1573_Duke_2015_PRJNA189933.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1574_Duke_2015_PRJNA189934.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1592_Duke_2015_PRJNA189935.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM1615_Duke_2015_PRJNA189936.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM189_Duke_2015_PRJNA189847.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM193_Duke_2015_PRJNA189848.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM195_Duke_2015_PRJNA189849.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM244_Duke_2015_PRJNA189850.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
/data.local/files-for-mike/Strope-Dietrich-PMID25840857/,/genome-sequences/93-yeast-genomes,,YJM248_Duke_2015_PRJNA189851.zip,Active,SGD,DNA sequence (raw),topic:3497,Nucleic acid sequence record,data:2887,SRA format,format:3698,zip,5/3/18,2015,1,0,0,Dietrich-93-Sc-strains-accessions.README,Genomic sequence of 93 Saccharomyces genome strains,25840857,genome variation
